word,pronunciation
mu,mu
much,məʧ
muck,mək
mucking,ˈməkɪŋ
mucky,ˈməki
mucosa,mjuˈkoʊsə
mucous,mˈjukəs
mucus,mˈjukəs
mud,məd
muddied,ˈmədid
muddier,ˈmədiər
muddle,ˈmədəl
muddled,ˈmədəld
muddles,ˈmədəlz
muddling,ˈmədəlɪŋ
muddy,ˈmədi
muddying,ˈmədiɪŋ
muds,mədz
muff,məf
muffin,ˈməfən
muffins,ˈməfənz
muffle,ˈməfəl
muffled,ˈməfəld
muffler,ˈməflər
mufflers,ˈməflərz
muffling,ˈməfəlɪŋ
muffs,məfs
mug,məg
mugged,məgd
mugger,ˈməgər
muggers,ˈməgərz
mugging,ˈməgɪŋ
muggings,ˈməgɪŋz
muggy,ˈməgi
mugs,məgz
mulberry,ˈməlˌbɛri
mulch,məlʧ
mulches,ˈməlʧɪz
mulching,ˈməlʧɪŋ
mule,mjul
mules,mjulz
mull,məl
mullah,ˈmələ
mullahs,ˈmələz
mulled,məld
mullet,ˈmələt
mulling,ˈməlɪŋ
multicultural,ˌməltiˈkəlʧərəl
multiculturalism,ˌməltiˈkəlʧərəˌlɪzəm
multifunctional,ˌməltiˈfəŋkˌʃənəl
multilateral,ˌməltɪˈlætərəl
multilateralism,ˌməltɪˈlætərəˌlɪzəm
multilayer,ˌməltiˈleɪər
multilevel,ˌməltiˈlɛvəl
multilingual,ˌməltiˈlɪŋwəl
multimedia,ˌməltiˈmidiə
multimillion,ˌməlˌtiˈmɪljən
multinational,ˌməlˌtiˈnæʃənəl
multinationals,ˌməlˌtiˈnæʃənəlz
multiple,ˈməltəpəl
multiples,ˈməltəpəlz
multiplex,ˈməltiˌplɛks
multiplexer,ˈməltiˌplɛksər
multiplexers,ˈməltiˌplɛksərz
multiplication,ˌməltəpləˈkeɪʃən
multiplicity,ˌməltəˈplɪsɪti
multiplied,ˈməltəˌplaɪd
multiplier,ˈməltəˌplaɪər
multiplies,ˈməltəˌplaɪz
multiply,ˈməltəˌplaɪ
multiplying,ˈməltəˌplaɪɪŋ
multiprocessor,ˌməltiˈprɑˌsɛsər
multiracial,ˌməlˌtaɪˈreɪʃəl
multitude,ˈməltəˌtud
multitudes,ˈməltəˌtjudz
mum,məm
mumble,ˈməmbəl
mumbled,ˈməmbəld
mumbles,ˈməmbəlz
mumbling,ˈməmbəlɪŋ
mummies,ˈməmiz
mummification,ˌməmɪfɪˈkeɪʃən
mummified,ˈməmɪˌfaɪd
mummify,ˈməməˌfaɪ
mummy,ˈməmi
mumps,məmps
mums,məmz
munch,mənʧ
munched,mənʧt
munching,ˈmənʧɪŋ
mundane,mənˈdeɪn
munich,mˈjunɪk
municipal,mjuˈnɪsəpəl
municipalities,mˌjunɪsəˈpælɪtiz
municipality,mˌjunɪsəˈpæləti
munition,mjuˈnɪʃən
munitions,mjuˈnɪʃənz
mural,mˈjʊrəl
murals,mˈjʊrəlz
murder,ˈmərdər
murdered,ˈmərdərd
murderer,ˈmərdərər
murderers,ˈmərdərərz
murdering,ˈmərdərɪŋ
murderous,ˈmərdərəs
murders,ˈmərdərz
murk,mərk
murkier,ˈmərkiər
murky,ˈmərki
murmur,ˈmərmər
murmured,ˈmərmərd
murmuring,ˈmərmərɪŋ
murmurs,ˈmərmərz
murray,ˈməri
muscat,ˈməskæt
muscle,ˈməsəl
muscled,ˈməsəld
muscles,ˈməsəlz
muscling,ˈməsəlɪŋ
muscular,ˈməskjələr
musculature,ˈməskjələʧər
muse,mjuz
mused,mjuzd
muses,mˈjuzɪz
museum,mˈjuziəm
museums,mˈjuziəmz
mush,məʃ
mushroom,ˈməʃrum
mushroomed,ˈməʃˌrʊmd
mushrooming,ˈməʃˌrʊmɪŋ
mushrooms,ˈməʃrumz
mushy,ˈməʃi
music,mˈjuzɪk
musical,mˈjuzɪkəl
musicality,mˌjuzɪˈkæləti
musically,mˈjuzɪkli
musicals,mˈjuzɪkəlz
musician,mjuˈzɪʃən
musicians,mjuˈzɪʃənz
musicianship,mjuˈzɪʃənʃɪp
musicologist,mˌjuzɪˈkɑləʤəst
musing,mˈjuzɪŋ
musings,mˈjuzɪŋz
musk,məsk
musket,ˈməskət
musketeer,ˌməskəˈtir
musketeers,ˌməskəˈtirz
musky,ˈməski
muslim,ˈməzlɪm
muslims,ˈməzlɪmz
muslin,ˈməzlən
mussel,ˈməsəl
mussels,ˈməsəlz
must,məst
mustache,ˈməˌstæʃ
mustang,ˈməˌstæŋ
mustangs,ˈməˌstæŋz
mustard,ˈməstərd
muster,ˈməstər
mustered,ˈməstərd
mustering,ˈməstərɪŋ
musters,ˈməstərz
musty,ˈməsti
mutable,mˈjutəbəl
mutagens,mˈjutəʤɛnz
mutant,mˈjutənt
mutants,mˈjutənts
mutate,mˈjuˌteɪt
mutated,mˈjuˌteɪtɪd
mutating,mˈjuteɪtɪŋ
mutation,mjuˈteɪʃən
mutations,mjuˈteɪʃənz
mute,mjut
muted,mˈjutɪd
mutes,mjuts
mutilate,mˈjutəˌleɪt
mutilated,mˈjutəˌleɪtɪd
mutilating,mˈjutəˌleɪtɪŋ
mutilation,mˌjutəˈleɪʃən
mutilations,mˌjutəˈleɪʃənz
mutineer,mˌjutəˈnɪr
mutineers,mˌjutɪˈnɪrz
muting,mˈjutɪŋ
mutinied,mˈjutənid
mutinies,mˈjutəniz
mutinous,mˈjutənəs
mutiny,mˈjutəni
mutt,mət
mutter,ˈmətər
muttered,ˈmətərd
muttering,ˈmətərɪŋ
mutterings,ˈmətərɪŋz
mutters,ˈmətərz
mutton,ˈmətən
mutts,məts
mutual,mˈjuʧuəl
mutuality,mˌjuʧuˈæˌlɪti
mutually,mˈjuʧuəli
muzak,mˈjuzæk
muzzle,ˈməzəl
muzzled,ˈməzəld
muzzles,ˈməzəlz
my,maɪ
myelin,ˈmaɪɪlɪn
myna,ˈmaɪnə
myocardial,ˌmaɪəˈkɑrdiəl
myopia,maɪˈoʊpiə
myopic,maɪˈɑpɪk
myriad,ˈmɪriəd
myrrh,mər
myself,ˌmaɪˈsɛlf
mysteries,ˈmɪstəriz
mysterious,mɪˈstɪriəs
mysteriously,ˌmɪˈstɪrjəsli
mystery,ˈmɪstəri
mystic,ˈmɪstɪk
mystical,ˈmɪstɪkəl
mysticism,ˈmɪstɪˌsɪzəm
mystics,ˈmɪstɪks
mystified,ˈmɪstəˌfaɪd
mystifies,ˈmɪstəˌfaɪz
mystify,ˈmɪstəˌfaɪ
mystifying,ˈmɪstəˌfaɪɪŋ
mystique,mɪˈstik
myth,mɪθ
mythic,ˈmɪθɪk
mythical,ˈmɪθɪkəl
mythological,ˌmɪθəˈlɑʤɪkəl
mythology,məˈθɑləˌʤi
myths,mɪθs
nab,næb
nabbed,næbd
nabs,næbz
nadir,ˈneɪdər
nag,næg
nagasaki,ˌnɑgɑˈsɑki
nagged,nægd
nagging,ˈnægɪŋ
nags,nægz
nail,neɪl
nailed,neɪld
nailing,ˈneɪlɪŋ
nails,neɪlz
nairobi,ˌnaɪˈroʊbi
naive,naɪiv
naively,nɑˈivli
naivete,nɑˌivəˈteɪ
naked,ˈneɪkəd
name,neɪm
named,neɪmd
nameless,ˈneɪmləs
namely,ˈneɪmli
nameplate,ˈneɪmˌpleɪt
nameplates,ˈneɪmˌpleɪts
names,neɪmz
namesake,ˈneɪmˌseɪk
namesakes,ˈneɪmˌseɪks
namibia,nəˈmɪbiə
namibian,nəˈmɪbiən
naming,ˈneɪmɪŋ
nannies,ˈnæniz
nanny,ˈnæni
nanosecond,ˈnænoʊˌsɛkənd
nanoseconds,ˈnænoʊˌsɛkəndz
nanotechnology,ˌnænoʊˌtɛkˈnɑləˌʤi
naomi,neɪˈoʊmi
nap,næp
napalm,ˈneɪpɑm
naphtha,ˈnæfθə
napkin,ˈnæpkɪn
napkins,ˈnæpkɪnz
naples,ˈneɪpəlz
napoleon,nəˈpoʊljən
napped,næpt
napping,ˈnæpɪŋ
naps,næps
narcissism,ˈnɑrsɪˌsɪzəm
narcissistic,ˌnɑrsɪˈsɪstɪk
narcotic,nɑrˈkɑtɪk
narcotics,nɑrˈkɑtɪks
narrate,ˈnɛˌreɪt
narrated,ˈnɛˌreɪtɪd
narrates,ˈnɛreɪts
narration,nɛˈreɪʃən
narrative,ˈnɛrətɪv
narratives,ˈnɛrətɪvz
narrator,ˈnɛreɪtər
narrators,ˈnɛˌreɪtərz
narrow,ˈnɛroʊ
narrowed,ˈnɛroʊd
narrower,ˈnɛroʊər
narrowest,ˈnɛroʊəst
narrowing,ˈnɛroʊɪŋ
narrowly,ˈnɛroʊli
narrowness,ˈnɛroʊnəs
narrows,ˈnɛroʊz
nasal,ˈneɪzəl
nasally,ˈneɪzəli
nascent,ˈneɪsənt
nastier,ˈnæstiər
nastiest,ˈnæstiəst
nastiness,ˈnæstinəs
nasty,ˈnæsti
natal,ˈneɪtəl
nation,ˈneɪʃən
national,ˈnæʃənəl
nationalism,ˈnæʃənəˌlɪzəm
nationalist,ˈnæʃənəlɪst
nationalistic,ˌnæʃənəˈlɪstɪk
nationalists,ˈnæʃənəlɪsts
nationalities,ˌnæʃəˈnælɪtiz
nationality,ˌnæʃəˈnælɪti
nationally,ˈnæʃənəli
nationals,ˈnæʃənəlz
nationhood,ˈneɪʃənˌhʊd
nations,ˈneɪʃənz
nationwide,ˈneɪʃənˈwaɪd
native,ˈneɪtɪv
natives,ˈneɪtɪvz
nativity,nəˈtɪvəti
nato,ˈneɪtoʊ
nattering,ˈnætərɪŋ
natural,ˈnæʧərəl
naturalism,ˈnæʧərəˌlɪzəm
naturalist,ˈnæʧərələst
naturalistic,ˌnæʧərəˈlɪstɪk
naturalists,ˈnæʧərəlɪsts
naturally,ˈnæʧərəli
nature,ˈneɪʧər
natures,ˈneɪʧərz
naught,nɔt
naughty,ˈnɔti
nausea,ˈnɔziə
nauseate,ˈnɔziˌeɪt
nauseated,ˈnɔziˌeɪtəd
nauseating,ˈnɔʒiˌeɪtɪŋ
nauseous,ˈnɔʃəs
nautical,ˈnɔtəkəl
nautilus,ˈnɔtələs
naval,ˈneɪvəl
nave,neɪv
navel,ˈneɪvəl
navies,ˈneɪviz
navigable,ˈnævəgəbəl
navigate,ˈnævəˌgeɪt
navigated,ˈnævəˌgeɪtɪd
navigating,ˈnævəˌgeɪtɪŋ
navigation,ˌnævəˈgeɪʃən
navigational,ˌnævəˈgeɪʃənəl
navigator,ˈnævəˌgeɪtər
navigators,ˈnævəˌgeɪtərz
navy,ˈneɪvi
nay,neɪ
nazi,ˈnɑtsi
nazis,ˈnɑtsiz
nazism,ˈnæzɪzəm
ne,ni
near,nɪr
nearby,ˈnɪrˈbaɪ
neared,nɪrd
nearer,ˈnɪrər
nearest,ˈnɪrəst
nearing,ˈnɪrɪŋ
nearly,ˈnɪrli
nears,nɪrz
nearsighted,ˈnirˌsaɪtɪd
neat,nit
neater,ˈnitər
neatest,ˈnitəst
neatly,ˈnitli
neatness,ˈnitnəs
nebula,ˈnɛbjələ
nebulous,ˈnɛbjələs
necessarily,ˌnɛsəˈsɛrəli
necessary,ˈnɛsəˌsɛri
necessitate,nəˈsɛsəˌteɪt
necessitated,nəˈsɛsəˌteɪtəd
necessitates,nəˈsɛsəˌteɪts
necessitating,nəˈsɛsɪˌteɪtɪŋ
necessities,nəˈsɛsɪtiz
necessity,nəˈsɛsɪti
neck,nɛk
necked,nɛkt
necklace,ˈnɛkləs
necklaces,ˈnɛkləsɪz
necks,nɛks
necktie,ˈnɛkˌtaɪ
necromancer,ˈnɛkrəˌmænsər
necromancy,ˈnɛkrəˌmænsi
necropolis,nəˈkrɑpələs
necrosis,nəˈkroʊsəs
nectar,ˈnɛktər
nee,ni
need,nid
needed,ˈnidɪd
needful,ˈnidfəl
needier,ˈnidiər
neediest,ˈnidiɪst
needing,ˈnidɪŋ
needle,ˈnidəl
needled,ˈnidəld
needles,ˈnidəlz
needless,ˈnidləs
needlessly,ˈnidləsli
needlework,ˈnidəlˌwərk
needling,ˈnidlɪŋ
needs,nidz
needy,ˈnidi
negate,nɪˈgeɪt
negated,ˈnigeɪtɪd
negates,nɪˈgeɪts
negating,nɪˈgeɪtɪŋ
negation,nəˈgeɪʃən
negative,ˈnɛgətɪv
negatively,ˈnɛgətɪvli
negatives,ˈnɛgətɪvz
negativism,ˈnɛgətɪˌvɪzəm
negativity,ˌnɛgəˈtɪvəti
negev,ˈnɛˌgɛv
neglect,nɪˈglɛkt
neglected,nɪˈglɛktɪd
neglectful,nɪˈglɛktfəl
neglecting,nɪˈglɛktɪŋ
neglects,nɪˈglɛkts
negligence,ˈnɛglɪʤəns
negligent,ˈnɛglɪʤənt
negligently,ˈnɛglɪʤəntli
negligible,ˈnɛglɪʤəbəl
negotiable,nəˈgoʊʃəbəl
negotiate,nɪˈgoʊʃiˌeɪt
negotiated,nɪˈgoʊʃiˌeɪtɪd
negotiates,nɪˈgoʊʃiˌeɪts
negotiating,nɪˈgoʊʃiˌeɪtɪŋ
negotiation,nɪˌgoʊʃiˈeɪʃən
negotiations,nɪˌgoʊʃiˈeɪʃənz
negotiator,nɪˈgoʊʃiˌeɪtər
negotiators,nɪˈgoʊʃiˌeɪtərz
negroid,ˈnigrɔɪd
neighbour,ˈneɪbər
neighbourhood,ˈneɪbərˌhʊd
neighbourhoods,ˈneɪbərˌhʊdz
neighbouring,ˈneɪbərɪŋ
neighbourly,ˈneɪbərli
neighbours,ˈneɪbərz
neither,ˈniðər
nematode,ˈnɛməˌtoʊd
nematodes,ˈnɛməˌtoʊdz
nemesis,ˈnɛməsɪs
neon,niɑn
neonatal,ˌnioʊˈneɪtəl
neophyte,ˈniəˌfaɪt
neophytes,ˈniəˌfaɪts
neoplasm,ˈniəˌplæzəm
neoprene,ˈniəˌprin
nepal,nəˈpɔl
nephew,ˈnɛfju
nephews,ˈnɛfjuz
nepotism,ˈnɛpəˌtɪzəm
neptune,ˈnɛptun
neptunium,nɛpˈtuniəm
nerd,nərd
nerds,nərdz
nerve,nərv
nerves,nərvz
nervous,ˈnərvəs
nervously,ˈnərvəsli
nervousness,ˈnərvəsnəs
nervy,ˈnərvi
nest,nɛst
nested,ˈnɛstɪd
nesting,ˈnɛstɪŋ
nestle,ˈnɛsˈli
nestled,ˈnɛsəld
nestles,ˈnɛsəlz
nestling,ˈnɛstlɪŋ
nests,nɛsts
net,nɛt
nether,ˈnɛðər
nets,nɛts
nett,nɛt
netted,ˈnɛtɪd
netting,ˈnɛtɪŋ
nettle,ˈnɛtəl
nettled,ˈnɛtəld
nettles,ˈnɛtəlz
network,ˈnɛtˌwərk
networked,ˈnɛtˌwərkt
networking,ˈnɛtˌwərkɪŋ
networks,ˈnɛtˌwərks
neural,ˈnʊrəl
neurological,ˌnʊrəˈlɑʤɪkəl
neurologist,nʊˈrɑləʤəst
neurologists,nʊˈrɑləʤəsts
neurology,nʊˈrɑləʤi
neuron,ˈnʊrɑn
neuronal,ˈnʊˌroʊnəlz
neurons,ˈnʊrɑnz
neuroscience,nˈjʊroʊˌsaɪəns
neuroses,nʊˈroʊsiz
neurosis,nʊˈroʊsəs
neurosurgeon,ˈnʊroʊˌsərʤən
neurosurgeons,ˈnʊroʊˌsərʤənz
neurosurgery,ˌnʊroʊˈsərʤəri
neurotic,nʊˈrɑtɪk
neuter,ˈnutər
neutered,ˈnutərd
neutering,ˈnutərɪŋ
neutral,ˈnutrəl
neutralism,ˈnutrəˌlɪzəm
neutralist,ˈnutrələst
neutrality,nuˈtræləti
neutrally,ˈnutrəli
neutrals,ˈnutrəlz
neutrino,nuˈtrinoʊ
neutron,ˈnuˌtrɑn
neutrons,ˈnuˌtrɑnz
never,ˈnɛvər
nevertheless,ˌnɛvərðəˈlɛs
new,nu
newborn,ˈnubɔrn
newcomer,ˈnuˌkəmər
newcomers,ˈnuˌkəmərz
newer,nuər
newest,nuəst
newfangled,ˌnuˈfæŋgəld
newfound,ˈnuˈfaʊnd
newish,nuɪʃ
newly,ˈnuli
newlywed,ˈnuliˌwɛd
newlyweds,ˈnuliˌwɛdz
newness,ˈnunəs
news,nuz
newscast,ˈnuzˌkæst
newscasters,ˈnuzˌkæstərz
newsflash,ˈnusflæʃ
newsflashes,ˈnusflæʃəz
newsletter,ˈnuzˌlɛtər
newsletters,ˈnuzˌlɛtərz
newsman,ˈnuzˌmæn
newsmen,ˈnuzmɪn
newspaper,ˈnuzˌpeɪpər
newspapermen,ˈnuzˌpæpərmən
newspapers,ˈnuzˌpeɪpərz
newsprint,ˈnuzˌprɪnt
newsreel,ˈnuzˌril
newsreels,ˈnuzˌrilz
newsroom,ˈnuzˌrum
newsstand,ˈnuzˌstænd
newsstands,ˈnuzˌstændz
newsworthy,ˈnuzˌwərði
newsy,ˈnuzi
newt,nut
newton,ˈnutən
newts,nuts
next,nɛkst
niagara,naɪˈægrə
nib,nɪb
nibble,ˈnɪbəl
nibbled,ˈnɪbəld
nibbles,ˈnɪbəlz
nibbling,ˈnɪbəlɪŋ
nibs,nɪbz
nice,nis
nicely,ˈnaɪsli
niceness,ˈnaɪsnəs
nicer,ˈnaɪsər
nicest,ˈnaɪsɪst
niceties,ˈnaɪsɪtiz
nicety,ˈnaɪsɪti
niche,nɪʧ
niches,ˈnɪʧɪz
nick,nɪk
nicked,nɪkt
nickel,ˈnɪkəl
nickname,ˈnɪkˌneɪm
nicknamed,ˈnɪkˌneɪmd
nicknames,ˈnɪkˌneɪmz
nicks,nɪks
nicotine,ˈnɪkəˌtin
niece,nis
nieces,ˈnisɪz
nifty,ˈnɪfti
niger,ˈnaɪʤər
nigeria,naɪˈʤɪriə
niggardly,ˈnɪgərdli
nigh,naɪ
night,naɪt
nightclub,ˈnaɪtˌkləb
nightclubs,ˈnaɪtˌkləbz
nightfall,ˈnaɪtˌfɔl
nightingale,ˈnaɪtɪŋgeɪl
nightlife,ˈnaɪˌtlaɪf
nightly,ˈnaɪtli
nightmare,ˈnaɪtˌmɛr
nightmares,ˈnaɪtˌmɛrz
nightmarish,ˈnaɪtˌmɛrɪʃ
nights,naɪts
nihilism,ˈnaɪəˌlɪzəm
nil,nɪl
nile,naɪl
nils,nɪlz
nimble,ˈnɪmbəl
nimbly,ˈnɪmbli
nimbus,ˈnɪmbəs
nincompoop,ˈnɪŋkəmˌpup
nine,naɪn
ninefold,ˈnɪnˌfoʊld
nines,naɪnz
nineteen,ˈnaɪnˈtin
nineteenth,ˈnaɪnˈtinθ
nineties,ˈnaɪntiz
ninetieth,ˈnaɪntiɪθ
ninety,ˈnaɪnti
nineveh,ˈnɪnəvə
ninny,ˈnɪni
ninth,naɪnθ
ninths,naɪnθs
nip,nɪp
nipped,nɪpt
nipper,ˈnɪpər
nipping,ˈnɪpɪŋ
nipple,ˈnɪpəl
nipples,ˈnɪpəlz
nippon,ˌnɪˈpɑn
nips,nɪps
nirvana,nɪrˈvɑnə
nit,nɪt
nitpicking,ˈnɪtˌpɪkɪŋ
nitrate,ˈnaɪˌtreɪt
nitrates,ˈnaɪˌtreɪts
nitric,ˈnaɪtrɪk
nitrogen,ˈnaɪtrəʤən
nitrogenous,naɪˈtrɑʤənəs
nitroglycerine,ˌnaɪʧrəˈglɪsərən
nitrous,ˈnɪtrəs
nixon,ˈnɪksən
no,noʊ
noah,noʊə
nobility,noʊˈbɪləti
noble,ˈnoʊbəl
nobleman,ˈnoʊbəlmən
nobler,ˈnoʊblər
nobles,ˈnoʊbəlz
noblest,ˈnoʊblɪst
nobly,ˈnɑbli
nobodies,ˈnoʊˌbɑˌdiz
nobody,ˈnoʊˌbɑˌdi
nocturnal,nɑkˈtərnəl
nod,nɑd
nodded,ˈnɑdɪd
nodding,ˈnɑdɪŋ
node,noʊd
nodes,noʊdz
nods,nɑdz
nodular,ˈnɑʤələr
nodule,ˈnɑʤul
nodules,ˈnɑʤulz
noel,noʊɛl
noise,nɔɪz
noises,ˈnɔɪzɪz
noisier,ˈnɔɪziər
noisiest,ˈnɔɪziəst
noisily,ˈnɔɪzəli
noisy,ˈnɔɪzi
nomad,ˈnoʊˌmæd
nomadic,noʊˈmædɪk
nomads,ˈnoʊˌmædz
nomenclature,ˈnoʊmənˌkleɪʧər
nominal,ˈnɑmənəl
nominally,ˈnɑmənəli
nominate,ˈnɑməˌneɪt
nominated,ˈnɑməˌneɪtəd
nominates,ˈnɑməˌneɪts
nominating,ˈnɑməˌneɪtɪŋ
nomination,ˌnɑməˈneɪʃən
nominations,ˌnɑməˈneɪʃənz
nominee,ˌnɑməˈni
nominees,ˌnɑməˈniz
non,nɑn
nonbeliever,ˌnɑnbɪˈlivər
nonbelievers,ˌnɑnbɪˈlivərz
nonchalance,ˈnɑnʃəˈlɑns
nonchalant,ˌnɑnʃəˈlɑnt
nonchalantly,ˈnɑnʃəˈlɑntli
nonconformist,ˌnɑnkənˈfɔrmɪst
nonconformists,ˌnɑnkənˈfɔrməsts
nonconformity,ˌnɑnkənˈfɔrməti
none,nən
nonentity,nɑˈnɛntəti
nonessential,ˌnɑnɪˈsɛnʃəl
nonetheless,ˌnənðəˈlɛs
nonevent,ˈnɑnɪˈvɛnt
nonexistent,ˌnɑnəgˈzɪstənt
noninterference,ˌnɑˌnɪntərˈfɪrəns
nonintervention,ˌnɑˌnɪntərˈvɛnʃən
nonpayment,nɑnˈpeɪmənt
nonplussed,nɑnˈpləst
nonsense,ˈnɑnsɛns
nonsensical,nɑnˈsɛnsɪkəl
nonsmoker,nɑnsˈmoʊkər
nonsmokers,nɑnsˈmoʊkərz
nonsmoking,ˈnɑnsˈmoʊkɪŋ
nonviolence,nɑnˈvaɪələns
nonviolent,nɑnˈvaɪələnt
noodle,ˈnudəl
noodles,ˈnudəlz
nook,nʊk
nooks,nʊks
noon,nun
noons,nunz
noose,nus
nor,nɔr
nordic,ˈnɔrdɪk
norm,nɔrm
normal,ˈnɔrməl
normalcy,ˈnɔrməlsi
normality,ˌnɔrˈmæləti
normally,ˈnɔrməli
norman,ˈnɔrmən
normandy,ˈnɔrməndi
normative,ˈnɔrmətɪv
norms,nɔrmz
norsemen,ˈnɔrsmɪn
north,nɔrθ
northbound,ˈnɔrθbaʊnd
northerly,ˈnɔrðərli
northern,ˈnɔrðərn
northerner,ˈnɔrðərnər
northerners,ˈnɔrðərnərz
northernmost,ˈnɔrðərnˌmoʊst
northward,ˈnɔrθwərd
norway,ˈnɔrˌweɪ
nose,noʊz
nosed,noʊzd
nosedive,ˈnoʊzˌdaɪv
noses,ˈnoʊzɪz
nosiness,ˈnoʊzinəs
nosing,ˈnoʊzɪŋ
nostalgia,nɔˈstælʤə
nostalgic,nɔˈstælʤɪk
nostril,ˈnɑstrɪl
nostrils,ˈnɑstrəlz
nosy,ˈnoʊzi
not,nɑt
notable,ˈnoʊtəbəl
notables,ˈnoʊtəbəlz
notably,ˈnoʊtəbli
notary,ˈnoʊtəri
notation,noʊˈteɪʃən
notations,noʊˈteɪʃənz
notch,nɑʧ
notched,nɑʧt
notches,ˈnɑʧɪz
note,noʊt
notebook,ˈnoʊtˌbʊk
notebooks,ˈnoʊtˌbʊks
noted,ˈnoʊtɪd
notes,noʊts
noteworthy,ˈnoʊtˌwərði
nothing,ˈnəθɪŋ
nothingness,ˈnəθɪŋnəs
nothings,ˈnəθɪŋz
notice,ˈnoʊtɪs
noticeable,ˈnoʊtəsəbəl
noticeably,ˈnoʊtɪsəbli
noticed,ˈnoʊtɪst
notices,ˈnoʊtɪsɪz
noticing,ˈnoʊtɪsɪŋ
notification,ˌnoʊtəfəˈkeɪʃən
notifications,ˌnoʊtəfəˈkeɪʃənz
notified,ˈnoʊtəˌfaɪd
notifies,ˈnoʊtəˌfaɪz
notify,ˈnoʊtəˌfaɪ
notifying,ˈnoʊtəˌfaɪɪŋ
noting,ˈnoʊtɪŋ
notion,ˈnoʊʃən
notions,ˈnoʊʃənz
notoriety,ˌnoʊtərˈaɪəti
notorious,noʊˈtɔriəs
notoriously,noʊˈtɔriəsli
notwithstanding,ˌnɑtwɪθˈstændɪŋ
noun,naʊn
nouns,naʊnz
nourish,nərɪʃ
nourished,nərɪʃt
nourishes,ˈnərɪʃəz
nourishing,ˈnərɪʃɪŋ
nourishment,ˈnərɪʃmənt
novel,ˈnɑvəl
novelist,ˈnɑvələst
novelistic,ˌnɑvəˈlɪstɪk
novelists,ˈnɑvələsts
novels,ˈnɑvəlz
novelties,ˈnɑvəltiz
novelty,ˈnɑvəlti
november,noʊˈvɛmbər
novice,ˈnɑvəs
novices,ˈnɑvəsɪz
now,naʊ
nowadays,ˈnaʊəˌdeɪz
nowhere,ˈnoʊˌwɛr
noxious,ˈnɑkʃəs
nozzle,ˈnɑzəl
nozzles,ˈnɑzəlz
nu,nu
nuance,nuɑns
nuances,ˈnuɑnsɪz
nuclear,ˈnukliər
nuclei,ˈnukliˌaɪ
nucleic,nuˈkleɪɪk
nucleus,ˈnukliəs
nude,nud
nudes,nudz
nudge,nəʤ
nudged,nəʤd
nudges,ˈnəʤɪz
nudging,ˈnəʤɪŋ
nudist,ˈnudɪst
nudity,ˈnudɪti
nugget,ˈnəgɪt
nuggets,ˈnəgəts
nuisance,ˈnusəns
nuisances,ˈnusənsɪz
nuke,nuk
null,nəl
nullification,ˌnələfəˈkeɪʃən
nullified,ˈnələˌfaɪd
nullifies,ˈnələˌfaɪz
nullify,ˈnələˌfaɪ
nullifying,ˈnələˌfaɪɪŋ
numb,nəm
numbed,nəmd
number,ˈnəmbər
numbered,ˈnəmbərd
numbering,ˈnəmbərɪŋ
numbers,ˈnəmbərz
numbing,ˈnəmɪŋ
numbingly,ˈnəmɪŋli
numbness,ˈnəmnəs
numeral,ˈnumərəl
numerals,ˈnumərəlz
numeric,nuˈmɛrɪk
numerical,nuˈmɛrɪkəl
numerically,nuˈmɛrɪkli
numerology,numərˈɑləʤi
numerous,ˈnumərəs
numismatic,ˌnumɪsˈmætɪk
numismatics,ˌnumɪsˈmætɪks
nun,nən
nunnery,ˈnənəri
nuns,nənz
nuptial,ˈnəpʧəl
nuptials,ˈnəpʧəlz
nurse,nərs
nursed,nərst
nurseries,ˈnərsəriz
nursery,ˈnərsəri
nurseryman,ˈnərsəriˌmæn
nurserymen,ˈnərsərimən
nurses,ˈnərsɪz
nursing,ˈnərsɪŋ
nurture,ˈnərʧər
nurtured,ˈnərʧərd
nurtures,ˈnərʧərz
nurturing,ˈnərʧərɪŋ
nut,nət
nutcracker,ˈnətˌkrækər
nutcrackers,ˈnətˌkrækərz
nutmeg,ˈnətˌmɛg
nutrient,ˈnutriənt
nutrients,ˈnutriənts
nutrition,nuˈtrɪʃən
nutritional,nuˈtrɪʃənəl
nutritionally,nuˈtrɪʃənəli
nutritionist,nuˈtrɪʃənɪst
nutritionists,nuˈtrɪʃənɪsts
nutritious,nuˈtrɪʃəs
nutritive,ˈnutrətɪv
nuts,nəts
nutshell,ˈnətˌʃɛl
nutty,ˈnəti
nuzzle,ˈnəzəl
nuzzles,ˈnəzəlz
nuzzling,ˈnəzəˌlɪŋ
nylon,ˈnaɪˌlɑn
nylons,ˈnaɪˌlɑnz
nymph,nɪmf
nymphomaniac,ˌnɪmfoʊˈmeɪniˌæk
nymphs,nɪmfs
oak,oʊk
oaks,oʊks
oar,ɔr
oars,ɔrz
oarsman,ˈɔrzmən
oases,oʊˈeɪsiz
oasis,oʊˈeɪsɪs
oat,oʊt
oath,oʊθ
oaths,oʊθs
oatmeal,ˈoʊtˌmil
oats,oʊts
obdurate,ˈɑbdərət
obedience,oʊˈbidiəns
obedient,oʊˈbidiənt
obediently,oʊˈbidjəntli
obeisance,oʊˈbeɪsəns
obese,əˈbis
obesity,əˈbisəti
obey,oʊˈbeɪ
obeyed,oʊˈbeɪd
obeying,oʊˈbeɪɪŋ
obeys,oʊˈbeɪz
